,score,algorithm,n_neighbors,p,weights,highest_score
0,0.529403721292154,ball_tree,8,1,distance,0.5606936310020515
1,0.5272192144502856,ball_tree,9,1,distance,0.5553230845212759
2,0.5259300409869068,ball_tree,10,1,distance,0.566248287315459
3,0.529403721292154,kd_tree,8,1,distance,0.5606936310020515
4,0.5272192144502856,kd_tree,9,1,distance,0.5553230845212759
5,0.5259300409869068,kd_tree,10,1,distance,0.566248287315459
