,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.5705331033990311,logistic,"(100,)",400,adam,0.6268945895996634
1,0.5697054408115246,logistic,"(100,)",500,adam,0.6392815060868974
2,0.5699092701778797,logistic,"(150,)",400,adam,0.6171968853405886
3,0.5701585389851668,logistic,"(150,)",500,adam,0.6276953007399516
4,0.5733014870858021,logistic,"(200,)",400,adam,0.619761687189981
5,0.571937927759422,logistic,"(200,)",500,adam,0.6236499412567623
