,score,algorithm,n_neighbors,p,weights,highest_score
0,0.5410440913754335,ball_tree,8,1,distance,0.5691216871314421
1,0.5380742442855048,ball_tree,9,1,distance,0.5660676807621025
2,0.5353811208514945,ball_tree,10,1,distance,0.557810299173681
3,0.5410440913754335,kd_tree,8,1,distance,0.5691216871314421
4,0.5380742442855048,kd_tree,9,1,distance,0.5660676807621025
5,0.5353811208514945,kd_tree,10,1,distance,0.557810299173681
