,score,algorithm,n_neighbors,p,weights,highest_score
0,0.5173962057864535,ball_tree,8,1,distance,0.5432516952540071
1,0.5302065804705214,ball_tree,9,1,distance,0.5701883131116322
2,0.5288638999820724,ball_tree,10,1,distance,0.5629984913818157
3,0.5173962057864535,kd_tree,8,1,distance,0.5432516952540071
4,0.5302065804705214,kd_tree,9,1,distance,0.5701883131116322
5,0.5288638999820724,kd_tree,10,1,distance,0.5629984913818157
