,score,algorithm,n_neighbors,p,weights,highest_score
0,0.5078980011443688,ball_tree,8,1,distance,0.5570652520908813
1,0.5080813969428613,ball_tree,9,1,distance,0.567371787620912
2,0.5055784067448242,ball_tree,10,1,distance,0.5794508289359482
3,0.5078980011443688,kd_tree,8,1,distance,0.5570652520908813
4,0.5080813969428613,kd_tree,9,1,distance,0.567371787620912
5,0.5055784067448242,kd_tree,10,1,distance,0.5794508289359482
