,score,C,gamma,kernel,shrinking,highest_score
0,0.49191598767889416,1.0,scale,poly,False,0.5758455641993384
1,0.49191598767889416,1.0,scale,poly,True,0.5758455641993384
2,0.5581859011692764,1.0,scale,rbf,False,0.5950376613321979
3,0.5581859011692764,1.0,scale,rbf,True,0.5950376613321979
4,0.5198252041188611,1.0,scale,sigmoid,False,0.5486428235787286
5,0.5198252041188611,1.0,scale,sigmoid,True,0.5486428235787286
6,0.34602940641853086,1.0,auto,poly,False,0.3460294064185309
7,0.34602940641853086,1.0,auto,poly,True,0.3460294064185309
8,0.34602940641853086,1.0,auto,rbf,False,0.3460294064185309
9,0.34602940641853086,1.0,auto,rbf,True,0.3460294064185309
10,0.34602940641853086,1.0,auto,sigmoid,False,0.3460294064185309
11,0.34602940641853086,1.0,auto,sigmoid,True,0.3460294064185309
12,0.4686159396316941,0.5,scale,poly,False,0.5322080647392299
13,0.4686159396316941,0.5,scale,poly,True,0.5322080647392299
14,0.5461581279382572,0.5,scale,rbf,False,0.5938750210157544
15,0.5461581279382572,0.5,scale,rbf,True,0.5938750210157544
16,0.5057123347716629,0.5,scale,sigmoid,False,0.5653339658274928
17,0.5057123347716629,0.5,scale,sigmoid,True,0.5653339658274928
18,0.34602940641853086,0.5,auto,poly,False,0.3460294064185309
19,0.34602940641853086,0.5,auto,poly,True,0.3460294064185309
20,0.34602940641853086,0.5,auto,rbf,False,0.3460294064185309
21,0.34602940641853086,0.5,auto,rbf,True,0.3460294064185309
22,0.34602940641853086,0.5,auto,sigmoid,False,0.3460294064185309
23,0.34602940641853086,0.5,auto,sigmoid,True,0.3460294064185309
24,0.4066163349566492,0.2,scale,poly,False,0.4344225348422625
25,0.4066163349566492,0.2,scale,poly,True,0.4344225348422625
26,0.38792602016150013,0.2,scale,rbf,False,0.4653576353709332
27,0.38792602016150013,0.2,scale,rbf,True,0.4653576353709332
28,0.36679994712514896,0.2,scale,sigmoid,False,0.4066529875562034
29,0.36679994712514896,0.2,scale,sigmoid,True,0.4066529875562034
30,0.34602940641853086,0.2,auto,poly,False,0.3460294064185309
31,0.34602940641853086,0.2,auto,poly,True,0.3460294064185309
32,0.34602940641853086,0.2,auto,rbf,False,0.3460294064185309
33,0.34602940641853086,0.2,auto,rbf,True,0.3460294064185309
34,0.34602940641853086,0.2,auto,sigmoid,False,0.3460294064185309
35,0.34602940641853086,0.2,auto,sigmoid,True,0.3460294064185309
