,score,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample,highest_score
0,0.5343954252274081,friedman_mse,0.1,deviance,3,auto,200,0.8,0.5538576293698586
1,0.5367408008589344,friedman_mse,0.1,deviance,6,auto,200,0.8,0.5640845191887027
2,0.540940365206325,squared_error,0.1,deviance,3,auto,200,0.8,0.57290636119838
3,0.544872831717546,squared_error,0.1,deviance,6,auto,200,0.8,0.5705827203844346
