,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.5602219543963531,logistic,"(100,)",400,adam,0.5894699324314109
1,0.5580445334835515,logistic,"(100,)",500,adam,0.5858705239290755
2,0.5582863316298765,logistic,"(150,)",400,adam,0.5797193445123202
3,0.5576892433766938,logistic,"(150,)",500,adam,0.5938921392554585
4,0.5570996600611028,logistic,"(200,)",400,adam,0.5809029516738043
5,0.5539755108673581,logistic,"(200,)",500,adam,0.5834256105691066
