,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.5583914073290652,logistic,"(100,)",400,adam,0.5952919313654235
1,0.568447886541187,logistic,"(100,)",500,adam,0.6053250334244679
2,0.5591227683074168,logistic,"(150,)",400,adam,0.5878176341941
3,0.5567669839541819,logistic,"(150,)",500,adam,0.5803643794002539
4,0.5535036858125892,logistic,"(200,)",400,adam,0.5942721662058333
5,0.5487763958723262,logistic,"(200,)",500,adam,0.5710157422463449
