,score,C,gamma,kernel,shrinking,highest_score
0,0.5461521672600678,1.0,scale,poly,False,0.5869746711023687
1,0.5461521672600678,1.0,scale,poly,True,0.5869746711023687
2,0.5387122092422093,1.0,scale,rbf,False,0.5762932877043586
3,0.5387122092422093,1.0,scale,rbf,True,0.5762932877043586
4,0.34602940641853086,1.0,scale,sigmoid,False,0.3460294064185309
5,0.34602940641853086,1.0,scale,sigmoid,True,0.3460294064185309
6,0.34602940641853086,1.0,auto,poly,False,0.3460294064185309
7,0.34602940641853086,1.0,auto,poly,True,0.3460294064185309
8,0.40165834917209137,1.0,auto,rbf,False,0.4323698282770188
9,0.40165834917209137,1.0,auto,rbf,True,0.4323698282770188
10,0.3496280738044857,1.0,auto,sigmoid,False,0.3652170814885589
11,0.3496280738044857,1.0,auto,sigmoid,True,0.3652170814885589
12,0.5575587869704223,0.5,scale,poly,False,0.6018937982921034
13,0.5575587869704223,0.5,scale,poly,True,0.6018937982921034
14,0.5322316825051528,0.5,scale,rbf,False,0.5755782503647342
15,0.5322316825051528,0.5,scale,rbf,True,0.5755782503647342
16,0.34602940641853086,0.5,scale,sigmoid,False,0.3460294064185309
17,0.34602940641853086,0.5,scale,sigmoid,True,0.3460294064185309
18,0.34602940641853086,0.5,auto,poly,False,0.3460294064185309
19,0.34602940641853086,0.5,auto,poly,True,0.3460294064185309
20,0.3496280738044857,0.5,auto,rbf,False,0.3652170814885589
21,0.3496280738044857,0.5,auto,rbf,True,0.3652170814885589
22,0.34602940641853086,0.5,auto,sigmoid,False,0.3460294064185309
23,0.34602940641853086,0.5,auto,sigmoid,True,0.3460294064185309
24,0.5671285949747851,0.2,scale,poly,False,0.6123992167900708
25,0.5671285949747851,0.2,scale,poly,True,0.6123992167900708
26,0.4554121135841684,0.2,scale,rbf,False,0.5075213850584988
27,0.4554121135841684,0.2,scale,rbf,True,0.5075213850584988
28,0.34602940641853086,0.2,scale,sigmoid,False,0.3460294064185309
29,0.34602940641853086,0.2,scale,sigmoid,True,0.3460294064185309
30,0.34602940641853086,0.2,auto,poly,False,0.3460294064185309
31,0.34602940641853086,0.2,auto,poly,True,0.3460294064185309
32,0.34602940641853086,0.2,auto,rbf,False,0.3460294064185309
33,0.34602940641853086,0.2,auto,rbf,True,0.3460294064185309
34,0.34602940641853086,0.2,auto,sigmoid,False,0.3460294064185309
35,0.34602940641853086,0.2,auto,sigmoid,True,0.3460294064185309
