,score,C,max_iter,multi_class,penalty,solver
0,0.5742863217341483,1.0,100,auto,l2,lbfgs
1,0.5726613521381797,1.0,100,auto,l2,saga
2,0.5742863217341483,1.0,200,auto,l2,lbfgs
3,0.5739343491589309,1.0,200,auto,l2,saga
4,0.5727340327909978,0.5,100,auto,l2,lbfgs
5,0.5737321619434128,0.5,100,auto,l2,saga
6,0.5727340327909978,0.5,200,auto,l2,lbfgs
7,0.5732327432856343,0.5,200,auto,l2,saga
8,0.5669592416104791,0.2,100,auto,l2,lbfgs
9,0.5668689482400264,0.2,100,auto,l2,saga
10,0.5669592416104791,0.2,200,auto,l2,lbfgs
11,0.5668689482400264,0.2,200,auto,l2,saga
