,score,algorithm,n_neighbors,p,weights
0,0.6492664727897788,ball_tree,8,1,distance
1,0.6515296784236295,ball_tree,9,1,distance
2,0.6500828426335754,ball_tree,10,1,distance
3,0.6492664727897788,kd_tree,8,1,distance
4,0.6515296784236295,kd_tree,9,1,distance
5,0.6500828426335754,kd_tree,10,1,distance
