,score,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample
0,0.6622012521196077,friedman_mse,0.1,deviance,3,auto,100,0.8
1,0.661401569050651,friedman_mse,0.1,deviance,3,auto,100,1.0
2,0.6578347731439135,friedman_mse,0.1,deviance,3,auto,200,0.8
3,0.6580761715969101,friedman_mse,0.1,deviance,3,auto,200,1.0
4,0.6532149301186755,friedman_mse,0.1,deviance,6,auto,100,0.8
5,0.655638162276904,friedman_mse,0.1,deviance,6,auto,100,1.0
6,0.6574382881396368,friedman_mse,0.1,deviance,6,auto,200,0.8
7,0.653124327248295,friedman_mse,0.1,deviance,6,auto,200,1.0
8,0.6610793781855627,squared_error,0.1,deviance,3,auto,100,0.8
9,0.661652437041561,squared_error,0.1,deviance,3,auto,100,1.0
10,0.6590238173662333,squared_error,0.1,deviance,3,auto,200,0.8
11,0.659025293358986,squared_error,0.1,deviance,3,auto,200,1.0
12,0.6554177906886383,squared_error,0.1,deviance,6,auto,100,0.8
13,0.6556113006877025,squared_error,0.1,deviance,6,auto,100,1.0
14,0.6537227624471728,squared_error,0.1,deviance,6,auto,200,0.8
15,0.6546053772808864,squared_error,0.1,deviance,6,auto,200,1.0
