,score,C,max_iter,multi_class,penalty,solver
0,0.6671694651366924,1.0,100,auto,l2,lbfgs
1,0.6357695192175461,1.0,100,auto,l2,saga
2,0.6584648597055381,1.0,200,auto,l2,lbfgs
3,0.6552700466214507,1.0,200,auto,l2,saga
4,0.666971976017767,0.5,100,auto,l2,lbfgs
5,0.6359205181634489,0.5,100,auto,l2,saga
6,0.659881932369447,0.5,200,auto,l2,lbfgs
7,0.6553079753508367,0.5,200,auto,l2,saga
8,0.6676293365476853,0.2,100,auto,l2,lbfgs
9,0.6360439333165828,0.2,100,auto,l2,saga
10,0.6570822598109897,0.2,200,auto,l2,lbfgs
11,0.6556081171217673,0.2,200,auto,l2,saga
