,score,C,max_iter,multi_class,penalty,solver
0,0.6786832678978857,1.0,100,auto,l2,lbfgs
1,0.6732170079150936,1.0,100,auto,l2,saga
2,0.6810810975293079,1.0,200,auto,l2,lbfgs
3,0.6744798231823477,1.0,200,auto,l2,saga
4,0.6764004768378935,0.5,100,auto,l2,lbfgs
5,0.6730978847355878,0.5,100,auto,l2,saga
6,0.6811118437613771,0.5,200,auto,l2,lbfgs
7,0.6746259243144737,0.5,200,auto,l2,saga
8,0.676819766411676,0.2,100,auto,l2,lbfgs
9,0.672992878986037,0.2,100,auto,l2,saga
10,0.6805862777029901,0.2,200,auto,l2,lbfgs
11,0.674240136518193,0.2,200,auto,l2,saga
