,score,activation,hidden_layer_sizes,max_iter,solver
0,0.8323572082501149,logistic,"(100,)",400,adam
1,0.8314245074080489,logistic,"(100,)",500,adam
2,0.8303254217843226,logistic,"(150,)",400,adam
3,0.8310214871416509,logistic,"(150,)",500,adam
4,0.8290946396676663,logistic,"(200,)",400,adam
5,0.8323437672005971,logistic,"(200,)",500,adam
6,0.8232271691958939,relu,"(100,)",400,adam
7,0.81833784736571,relu,"(100,)",500,adam
8,0.8259615158719775,relu,"(150,)",400,adam
9,0.8230384428916706,relu,"(150,)",500,adam
10,0.8236657867664139,relu,"(200,)",400,adam
11,0.8225030218475723,relu,"(200,)",500,adam
12,0.8260343764304986,identity,"(100,)",400,adam
13,0.8265762156088183,identity,"(100,)",500,adam
14,0.8153430387600002,identity,"(150,)",400,adam
15,0.8154970492051428,identity,"(150,)",500,adam
16,0.8136248625471781,identity,"(200,)",400,adam
17,0.8151847834520263,identity,"(200,)",500,adam
