,score,C,max_iter,multi_class,penalty,solver
0,0.8303501168616616,1.0,100,auto,l2,lbfgs
1,0.8333422523282854,1.0,100,auto,l2,saga
2,0.8311596860141865,1.0,200,auto,l2,lbfgs
3,0.8334078033463002,1.0,200,auto,l2,saga
4,0.8320945410074524,0.5,100,auto,l2,lbfgs
5,0.8333422523282854,0.5,100,auto,l2,saga
6,0.8332284478783338,0.5,200,auto,l2,lbfgs
7,0.8334078033463002,0.5,200,auto,l2,saga
8,0.8323509611170945,0.2,100,auto,l2,lbfgs
9,0.8333422523282854,0.2,100,auto,l2,saga
10,0.8335109699659038,0.2,200,auto,l2,lbfgs
11,0.8332240845131059,0.2,200,auto,l2,saga
