,score,activation,hidden_layer_sizes,learning_rate_init,max_iter,solver
0,0.8339476236590407,logistic,"(100, 25)",0.0001,400,adam
1,0.8356101544628295,logistic,"(100, 25)",0.0001,500,adam
2,0.8327150041104243,logistic,"(100, 25)",0.001,400,adam
3,0.831464704379135,logistic,"(100, 25)",0.001,500,adam
4,0.8337562951883948,logistic,"(150, 35)",0.0001,400,adam
5,0.8338339224373001,logistic,"(150, 35)",0.0001,500,adam
6,0.8272339632394292,logistic,"(150, 35)",0.001,400,adam
7,0.8278524775809274,logistic,"(150, 35)",0.001,500,adam
8,0.834150560211626,logistic,"(200, 50)",0.0001,400,adam
9,0.8330116949493711,logistic,"(200, 50)",0.0001,500,adam
10,0.8324249698670878,logistic,"(200, 50)",0.001,400,adam
11,0.8246278313926598,logistic,"(200, 50)",0.001,500,adam
