,score,algorithm,n_neighbors,p,weights
0,0.8220769672683759,ball_tree,8,1,distance
1,0.8263589506076651,ball_tree,9,1,distance
2,0.8258666159667849,ball_tree,10,1,distance
3,0.8220769672683759,kd_tree,8,1,distance
4,0.8263589506076651,kd_tree,9,1,distance
5,0.8258666159667849,kd_tree,10,1,distance
