,score,C,max_iter,multi_class,penalty,solver
0,0.6222005923740556,1.0,100,auto,l2,lbfgs
1,0.6130471073013162,1.0,100,auto,l2,saga
2,0.6256366174851359,1.0,200,auto,l2,lbfgs
3,0.6116195690030737,1.0,200,auto,l2,saga
4,0.6221576562006501,0.5,100,auto,l2,lbfgs
5,0.6129341632664864,0.5,100,auto,l2,saga
6,0.6281251899687751,0.5,200,auto,l2,lbfgs
7,0.6114078698256459,0.5,200,auto,l2,saga
8,0.622073440188644,0.2,100,auto,l2,lbfgs
9,0.6130724483134982,0.2,100,auto,l2,saga
10,0.6274271889080482,0.2,200,auto,l2,lbfgs
11,0.6114952674543273,0.2,200,auto,l2,saga
