,score,algorithm,n_neighbors,p,weights
0,0.8240537262369187,ball_tree,8,1,distance
1,0.8269862822305472,ball_tree,9,1,distance
2,0.8275454407478235,ball_tree,10,1,distance
3,0.8240537262369187,kd_tree,8,1,distance
4,0.8269862822305472,kd_tree,9,1,distance
5,0.8275454407478235,kd_tree,10,1,distance
