,score,C,max_iter,multi_class,penalty,solver
0,0.669284903078922,1.0,100,auto,l2,lbfgs
1,0.6562156852429107,1.0,100,auto,l2,saga
2,0.676683219081169,1.0,200,auto,l2,lbfgs
3,0.6632185524259376,1.0,200,auto,l2,saga
4,0.6694069568348446,0.5,100,auto,l2,lbfgs
5,0.6563199319072037,0.5,100,auto,l2,saga
6,0.6743972208112703,0.5,200,auto,l2,lbfgs
7,0.6631360466369092,0.5,200,auto,l2,saga
8,0.6681856121945742,0.2,100,auto,l2,lbfgs
9,0.6557860427590183,0.2,100,auto,l2,saga
10,0.6747061795052899,0.2,200,auto,l2,lbfgs
11,0.6629608353938865,0.2,200,auto,l2,saga
