,score,C,max_iter,multi_class,penalty,solver
0,0.8300785394195305,1.0,100,auto,l2,lbfgs
1,0.8333422523282854,1.0,100,auto,l2,saga
2,0.8311898137306335,1.0,200,auto,l2,lbfgs
3,0.8332240845131059,1.0,200,auto,l2,saga
4,0.830823077094281,0.5,100,auto,l2,lbfgs
5,0.8333422523282854,0.5,100,auto,l2,saga
6,0.8328795496051118,0.5,200,auto,l2,lbfgs
7,0.8332240845131059,0.5,200,auto,l2,saga
8,0.8320488020838596,0.2,100,auto,l2,lbfgs
9,0.8333422523282854,0.2,100,auto,l2,saga
10,0.8326719084399402,0.2,200,auto,l2,lbfgs
11,0.8333422523282854,0.2,200,auto,l2,saga
