,score,algorithm,n_neighbors,p,weights
0,0.6197928516742033,ball_tree,8,1,distance
1,0.6168923846853295,ball_tree,9,1,distance
2,0.6203631871672417,ball_tree,10,1,distance
3,0.6198903828383411,kd_tree,8,1,distance
4,0.6170601841508856,kd_tree,9,1,distance
5,0.6204114987356256,kd_tree,10,1,distance
