,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.6909901869853607,logistic,"(100,)",400,adam,0.6909901869853607
1,0.6637843599320656,logistic,"(100,)",500,adam,0.6637843599320656
2,0.6826682952847927,logistic,"(150,)",400,adam,0.6826682952847927
3,0.6781787814193168,logistic,"(150,)",500,adam,0.6781787814193168
4,0.6665059320829781,logistic,"(200,)",400,adam,0.6665059320829781
5,0.6775407722236656,logistic,"(200,)",500,adam,0.6775407722236656
