,score,algorithm,n_neighbors,p,weights,highest_score
0,0.6094831189527394,ball_tree,8,1,distance,0.6094831189527394
1,0.6088819623577413,ball_tree,9,1,distance,0.6088819623577413
2,0.6072720030152686,ball_tree,10,1,distance,0.6072720030152686
3,0.609121656961572,kd_tree,8,1,distance,0.609121656961572
4,0.6092906875109354,kd_tree,9,1,distance,0.6092906875109354
5,0.6072720030152686,kd_tree,10,1,distance,0.6072720030152686
