,score,activation,hidden_layer_sizes,learning_rate_init,max_iter,solver,highest_score
0,0.6637113982241756,logistic,"(100, 25)",0.001,400,adam,0.6637113982241756
1,0.6308357300964093,logistic,"(100, 25)",0.01,400,adam,0.6308357300964093
2,0.659747744997779,logistic,"(150, 35)",0.001,400,adam,0.659747744997779
3,0.6778469241476027,logistic,"(150, 35)",0.01,400,adam,0.6778469241476027
4,0.6842820269147808,logistic,"(200, 50)",0.001,400,adam,0.6842820269147808
5,0.6439619592447274,logistic,"(200, 50)",0.01,400,adam,0.6439619592447274
