,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_learning_rate,param_loss,param_max_depth,param_max_features,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,11.317903359731039,1.8921166796478115,0.0034475326538085938,7.571432355976304e-05,friedman_mse,0.1,deviance,3,auto,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 200, 'subsample': 0.8}",0.5627143309991066,0.6966291457952427,0.7144301658816302,0.6579245475586598,0.06771488306134164,3
1,16.525617043177288,0.18775687123030257,0.005538066228230794,0.0011367919249263318,friedman_mse,0.1,deviance,6,auto,200,0.8,"{'criterion': 'friedman_mse', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 200, 'subsample': 0.8}",0.5889899745208818,0.7365113779386501,0.703688475546705,0.6763966093354122,0.06324173509931719,2
2,11.652665615081787,0.2339631344019459,0.004221280415852864,0.0010354987488454088,squared_error,0.1,deviance,3,auto,200,0.8,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 200, 'subsample': 0.8}",0.5700472711645895,0.7140590725749674,0.6511784511784512,0.6450949316393361,0.058949733637241736,4
3,17.766679286956787,1.541126268525223,0.0047702789306640625,0.0001359819413164693,squared_error,0.1,deviance,6,auto,200,0.8,"{'criterion': 'squared_error', 'learning_rate': 0.1, 'loss': 'deviance', 'max_depth': 6, 'max_features': 'auto', 'n_estimators': 200, 'subsample': 0.8}",0.6020862382406411,0.725409773576275,0.7229540475332095,0.6834833531167085,0.057565182649528895,1
