,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.6998647077690063,logistic,"(100,)",400,adam,0.7734213820846
1,0.6985739755890853,logistic,"(100,)",500,adam,0.7737650413390341
2,0.6991847812287401,logistic,"(150,)",400,adam,0.7788176047539602
3,0.6983189891204392,logistic,"(150,)",500,adam,0.7629453208823883
4,0.6991387859793606,logistic,"(200,)",400,adam,0.7648924071859623
5,0.7001240624507181,logistic,"(200,)",500,adam,0.7666012416287815
