,score,activation,hidden_layer_sizes,learning_rate_init,max_iter,solver,highest_score
0,0.7027188889006483,logistic,"(100, 25)",0.001,400,adam,0.7743447713884518
1,0.685657092960869,logistic,"(100, 25)",0.01,400,adam,0.7466970871787607
2,0.6988641560094776,logistic,"(150, 35)",0.001,400,adam,0.7633553197272054
3,0.6787891336170526,logistic,"(150, 35)",0.01,400,adam,0.7470721387128583
4,0.7024889092916924,logistic,"(200, 50)",0.001,400,adam,0.7635517385166849
5,0.6801461520922284,logistic,"(200, 50)",0.01,400,adam,0.7658611292999861
