,score,algorithm,n_neighbors,p,weights,highest_score
0,0.6136194466105175,ball_tree,8,1,distance,0.6610855715729441
1,0.6144446196297829,ball_tree,9,1,distance,0.6656992363981513
2,0.6151945636046885,ball_tree,10,1,distance,0.6660623531054227
3,0.6135598585539065,kd_tree,8,1,distance,0.6610855715729441
4,0.6144981990707769,kd_tree,9,1,distance,0.6656992363981513
5,0.615267192981968,kd_tree,10,1,distance,0.6660623531054227
