,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.665932560182022,logistic,"(100,)",400,adam,0.7487681355203604
1,0.6675228234385852,logistic,"(100,)",500,adam,0.7180433357306139
2,0.6662856237977364,logistic,"(150,)",400,adam,0.7220630918661065
3,0.6674267625142519,logistic,"(150,)",500,adam,0.7211506815089331
4,0.6645478314647218,logistic,"(200,)",400,adam,0.7482024304808147
5,0.6660544748480764,logistic,"(200,)",500,adam,0.723527693054594
