,score,algorithm,n_neighbors,p,weights,highest_score
0,0.6219902072115839,ball_tree,8,1,distance,0.676208204568912
1,0.6217664890677299,ball_tree,9,1,distance,0.67603754005306
2,0.6220107355885488,ball_tree,10,1,distance,0.6767017782769926
3,0.6220003333186707,kd_tree,8,1,distance,0.6763778776487195
4,0.6218806396501715,kd_tree,9,1,distance,0.6764490311793206
5,0.6219805715615248,kd_tree,10,1,distance,0.6767017782769926
