,score,algorithm,n_neighbors,p,weights,highest_score
0,0.5857089275048206,ball_tree,8,1,distance,0.6424026850521748
1,0.5843213254951425,ball_tree,9,1,distance,0.6465482611787642
2,0.5858154330324963,ball_tree,10,1,distance,0.645487489785692
3,0.5856484683867953,kd_tree,8,1,distance,0.6419749805785162
4,0.5843364752830147,kd_tree,9,1,distance,0.6462674440385822
5,0.5857524300198693,kd_tree,10,1,distance,0.6449236550805649
