,score,activation,hidden_layer_sizes,max_iter,solver,highest_score
0,0.6976858594443595,logistic,"(100,)",400,adam,0.7623594940016072
1,0.6994468256764144,logistic,"(100,)",500,adam,0.7784201740749715
2,0.7008855016165632,logistic,"(150,)",400,adam,0.7777094540709277
3,0.6964967754108501,logistic,"(150,)",500,adam,0.7834986245788018
4,0.6988850562093464,logistic,"(200,)",400,adam,0.7758203279873902
5,0.697602635328813,logistic,"(200,)",500,adam,0.7674050615661802
