,score,C,max_iter,multi_class,penalty,solver
0,0.8304453412121765,1.0,100,auto,l2,lbfgs
1,0.8333422523282854,1.0,100,auto,l2,saga
2,0.8323258857069309,1.0,200,auto,l2,lbfgs
3,0.8334078033463002,1.0,200,auto,l2,saga
4,0.8315946198026092,0.5,100,auto,l2,lbfgs
5,0.8333422523282854,0.5,100,auto,l2,saga
6,0.8327946773304358,0.5,200,auto,l2,lbfgs
7,0.8332240845131059,0.5,200,auto,l2,saga
8,0.8322445197709873,0.2,100,auto,l2,lbfgs
9,0.8333422523282854,0.2,100,auto,l2,saga
10,0.8330870575505156,0.2,200,auto,l2,lbfgs
11,0.8333422523282854,0.2,200,auto,l2,saga
