,score,C,max_iter,multi_class,penalty,solver
0,0.8275892783867029,1.0,100,auto,l2,lbfgs
1,0.8333422523282854,1.0,100,auto,l2,saga
2,0.8282776629051,1.0,200,auto,l2,lbfgs
3,0.8334078033463002,1.0,200,auto,l2,saga
4,0.8298142332764682,0.5,100,auto,l2,lbfgs
5,0.8333422523282854,0.5,100,auto,l2,saga
6,0.8318775615940975,0.5,200,auto,l2,lbfgs
7,0.8334078033463002,0.5,200,auto,l2,saga
8,0.8327867862774726,0.2,100,auto,l2,lbfgs
9,0.8333422523282854,0.2,100,auto,l2,saga
10,0.8336328282611405,0.2,200,auto,l2,lbfgs
11,0.8334078033463002,0.2,200,auto,l2,saga
