,score,algorithm,n_neighbors,p,weights
0,0.6010428482628112,ball_tree,8,1,distance
1,0.6048304599961993,ball_tree,9,1,distance
2,0.6018571530319219,ball_tree,10,1,distance
3,0.6009226108207417,kd_tree,8,1,distance
4,0.6048727198115266,kd_tree,9,1,distance
5,0.6020244327753808,kd_tree,10,1,distance
