,score,algorithm,n_neighbors,p,weights
0,0.6564187030571073,ball_tree,8,1,distance
1,0.6583442921449981,ball_tree,9,1,distance
2,0.6610822137551218,ball_tree,10,1,distance
3,0.6564187030571073,kd_tree,8,1,distance
4,0.6583442921449981,kd_tree,9,1,distance
5,0.6610822137551218,kd_tree,10,1,distance
