,score,C,max_iter,multi_class,penalty,solver
0,0.6245271430396903,1.0,100,auto,l2,lbfgs
1,0.6109922414458997,1.0,100,auto,l2,saga
2,0.6269253331582012,1.0,200,auto,l2,lbfgs
3,0.6198957987998662,1.0,200,auto,l2,saga
4,0.6249728241899983,0.5,100,auto,l2,lbfgs
5,0.6116403968680157,0.5,100,auto,l2,saga
6,0.6276830359976774,0.5,200,auto,l2,lbfgs
7,0.6198465594253056,0.5,200,auto,l2,saga
8,0.6246398596314784,0.2,100,auto,l2,lbfgs
9,0.6107032552585181,0.2,100,auto,l2,saga
10,0.6248399781476408,0.2,200,auto,l2,lbfgs
11,0.6198045005573254,0.2,200,auto,l2,saga
