,score,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample
0,0.6588784026526004,friedman_mse,0.1,deviance,3,auto,100,0.8
1,0.6621747385067432,friedman_mse,0.1,deviance,3,auto,100,1.0
2,0.6592604000130703,friedman_mse,0.1,deviance,3,auto,200,0.8
3,0.6587518116490592,friedman_mse,0.1,deviance,3,auto,200,1.0
4,0.6519613640964168,friedman_mse,0.1,deviance,6,auto,100,0.8
5,0.6539245458639187,friedman_mse,0.1,deviance,6,auto,100,1.0
6,0.6562170428726865,friedman_mse,0.1,deviance,6,auto,200,0.8
7,0.6580979986936987,friedman_mse,0.1,deviance,6,auto,200,1.0
8,0.6584296199016275,squared_error,0.1,deviance,3,auto,100,0.8
9,0.6620462233967641,squared_error,0.1,deviance,3,auto,100,1.0
10,0.6608925156640305,squared_error,0.1,deviance,3,auto,200,0.8
11,0.658099726851838,squared_error,0.1,deviance,3,auto,200,1.0
12,0.6571636584509933,squared_error,0.1,deviance,6,auto,100,0.8
13,0.6549652225036908,squared_error,0.1,deviance,6,auto,100,1.0
14,0.6566098495049079,squared_error,0.1,deviance,6,auto,200,0.8
15,0.653446047928545,squared_error,0.1,deviance,6,auto,200,1.0
