,score,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample
0,0.6569153599257694,friedman_mse,0.1,deviance,3,auto,100,0.8
1,0.6575321225233945,friedman_mse,0.1,deviance,3,auto,100,1.0
2,0.6560348622384924,friedman_mse,0.1,deviance,3,auto,200,0.8
3,0.6550288625719944,friedman_mse,0.1,deviance,3,auto,200,1.0
4,0.6510796347342604,friedman_mse,0.1,deviance,6,auto,100,0.8
5,0.6537703379057118,friedman_mse,0.1,deviance,6,auto,100,1.0
6,0.6533911599848994,friedman_mse,0.1,deviance,6,auto,200,0.8
7,0.6547537953128364,friedman_mse,0.1,deviance,6,auto,200,1.0
8,0.6572493264595095,squared_error,0.1,deviance,3,auto,100,0.8
9,0.6571854598518563,squared_error,0.1,deviance,3,auto,100,1.0
10,0.6563490885562487,squared_error,0.1,deviance,3,auto,200,0.8
11,0.6556172784078971,squared_error,0.1,deviance,3,auto,200,1.0
12,0.6533422850773024,squared_error,0.1,deviance,6,auto,100,0.8
13,0.6526465097791053,squared_error,0.1,deviance,6,auto,100,1.0
14,0.6534649443208635,squared_error,0.1,deviance,6,auto,200,0.8
15,0.6550582018743649,squared_error,0.1,deviance,6,auto,200,1.0
