,score,algorithm,n_neighbors,p,weights
0,0.5961653461689654,ball_tree,8,1,distance
1,0.5991969534241727,ball_tree,9,1,distance
2,0.5948231248993606,ball_tree,10,1,distance
3,0.5963283968663499,kd_tree,8,1,distance
4,0.5989559102423325,kd_tree,9,1,distance
5,0.5947763288739691,kd_tree,10,1,distance
