,score,criterion,learning_rate,loss,max_depth,max_features,n_estimators,subsample
0,0.6584006530309898,friedman_mse,0.1,deviance,3,auto,200,0.8
1,0.6500388149018358,friedman_mse,0.1,deviance,6,auto,200,0.8
2,0.6599094977044982,squared_error,0.1,deviance,3,auto,200,0.8
3,0.6502350078162463,squared_error,0.1,deviance,6,auto,200,0.8
