,score,activation,hidden_layer_sizes,max_iter,solver
0,0.6672033137361386,logistic,"(100,)",400,adam
1,0.6689085820426163,logistic,"(100,)",500,adam
2,0.6730740454607088,logistic,"(150,)",400,adam
3,0.6698331117504728,logistic,"(150,)",500,adam
