,score,C,max_iter,multi_class,penalty,solver
0,0.6679493478136755,1.0,100,auto,l2,lbfgs
1,0.656867250485973,1.0,100,auto,l2,saga
2,0.6737349778709596,1.0,200,auto,l2,lbfgs
3,0.664004065728293,1.0,200,auto,l2,saga
4,0.6670404535173967,0.5,100,auto,l2,lbfgs
5,0.6565992293237348,0.5,100,auto,l2,saga
6,0.6710576480415354,0.5,200,auto,l2,lbfgs
7,0.6643804315211538,0.5,200,auto,l2,saga
8,0.6689096182147958,0.2,100,auto,l2,lbfgs
9,0.656853606629234,0.2,100,auto,l2,saga
10,0.6715719885023611,0.2,200,auto,l2,lbfgs
11,0.6640314027362755,0.2,200,auto,l2,saga
