,score,C,max_iter,multi_class,penalty,solver
0,0.68183589610053,1.0,100,auto,l2,lbfgs
1,0.6733169199783979,1.0,100,auto,l2,saga
2,0.6847851422804474,1.0,200,auto,l2,lbfgs
3,0.674672294777427,1.0,200,auto,l2,saga
4,0.6817502673865762,0.5,100,auto,l2,lbfgs
5,0.6733752273919398,0.5,100,auto,l2,saga
6,0.6860148684326188,0.5,200,auto,l2,lbfgs
7,0.6747563910582566,0.5,200,auto,l2,saga
8,0.6810480075761726,0.2,100,auto,l2,lbfgs
9,0.673552134155454,0.2,100,auto,l2,saga
10,0.6860755767331796,0.2,200,auto,l2,lbfgs
11,0.6747491689485768,0.2,200,auto,l2,saga
