,score,C,max_iter,multi_class,penalty,solver
0,0.6624208472368871,1.0,100,auto,l2,lbfgs
1,0.6739829989709445,1.0,100,auto,l2,saga
2,0.6457724360500772,1.0,200,auto,l2,lbfgs
3,0.6714991289985535,1.0,200,auto,l2,saga
4,0.6618636399472024,0.5,100,auto,l2,lbfgs
5,0.6739539613926893,0.5,100,auto,l2,saga
6,0.643182648679739,0.5,200,auto,l2,lbfgs
7,0.6713706621268785,0.5,200,auto,l2,saga
8,0.6613954620379394,0.2,100,auto,l2,lbfgs
9,0.6739927645133235,0.2,100,auto,l2,saga
10,0.6439525415232352,0.2,200,auto,l2,lbfgs
11,0.6715021666889115,0.2,200,auto,l2,saga
