,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_shrinking,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,0.025299708048502605,0.0070046870818973135,0.011005242665608725,0.0024091626656589744,1.0,scale,poly,False,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': False}",0.521690518783542,0.5781883001134338,0.6276578737010392,0.5758455641993384,0.04329269673378409,5
1,0.038100878397623696,0.0006200182098006251,0.013785123825073242,0.0010605510706187661,1.0,scale,poly,True,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': True}",0.521690518783542,0.5781883001134338,0.6276578737010392,0.5758455641993384,0.04329269673378409,5
2,0.027638912200927734,0.005026366634974592,0.026440779368082683,0.0009784136957539616,1.0,scale,rbf,False,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",0.5836206896551724,0.5766332339387368,0.6248590604026846,0.5950376613321979,0.021278988325547865,1
3,0.032912254333496094,0.008833848868903533,0.023100852966308594,0.0013471184497671873,1.0,scale,rbf,True,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",0.5836206896551724,0.5766332339387368,0.6248590604026846,0.5950376613321979,0.021278988325547865,1
4,0.0223080317179362,0.003618304649152271,0.009508609771728516,0.0019940129560483792,1.0,scale,sigmoid,False,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",0.5560828982755893,0.5286021505376344,0.5543646349917346,0.5463498946016527,0.012569140031563706,7
5,0.0252226988474528,0.0067132248838029755,0.009947061538696289,0.0019213081081361366,1.0,scale,sigmoid,True,"{'C': 1.0, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",0.5560828982755893,0.5286021505376344,0.5543646349917346,0.5463498946016527,0.012569140031563706,7
6,0.021138827006022137,0.0036734911606055784,0.00959634780883789,0.0005440601575658013,1.0,auto,poly,False,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
7,0.024770418802897137,0.006379048838003421,0.00851130485534668,0.0003042756031598917,1.0,auto,poly,True,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
8,0.02259405453999837,0.0024167401817829196,0.02630472183227539,0.0007193097882785773,1.0,auto,rbf,False,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
9,0.02645277976989746,0.005003554869420624,0.02651246388753255,0.0005515297481671642,1.0,auto,rbf,True,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
10,0.023841381072998047,0.006413448843657144,0.01074822743733724,0.0015572080614191439,1.0,auto,sigmoid,False,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
11,0.019643545150756836,0.0007458662989765717,0.010141372680664062,0.0006006539914169897,1.0,auto,sigmoid,True,"{'C': 1.0, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
12,0.023185014724731445,0.003605997013658599,0.012396971384684244,0.0022718154849403266,0.5,scale,poly,False,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': False}",0.3826315789473684,0.5814054997817547,0.5180067805283695,0.4940146197524975,0.08290350107199007,11
13,0.02098854382832845,0.001545599327278626,0.01067050298055013,0.0025286419379804683,0.5,scale,poly,True,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': True}",0.3826315789473684,0.5814054997817547,0.5180067805283695,0.4940146197524975,0.08290350107199007,11
14,0.02995920181274414,0.005923746330685562,0.0230710506439209,0.0026487152007026024,0.5,scale,rbf,False,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",0.5937483273564202,0.5534550195567145,0.6110664738336278,0.5860899402489209,0.02413514844635588,3
15,0.03206793467203776,0.002744528948590303,0.02582263946533203,0.0015572788480522212,0.5,scale,rbf,True,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",0.5937483273564202,0.5534550195567145,0.6110664738336278,0.5860899402489209,0.02413514844635588,3
16,0.02293674151102702,0.006143281512171306,0.011553605397542318,0.00405446586533727,0.5,scale,sigmoid,False,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",0.5568307449328771,0.5419542709232097,0.46432062561094817,0.521035213822345,0.04056053711619469,9
17,0.02769923210144043,0.0029721516797757146,0.013825098673502604,0.0013501591344305755,0.5,scale,sigmoid,True,"{'C': 0.5, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",0.5568307449328771,0.5419542709232097,0.46432062561094817,0.521035213822345,0.04056053711619469,9
18,0.019919554392496746,0.0026276981588205578,0.008019288380940756,0.0011327130167141993,0.5,auto,poly,False,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
19,0.022074381510416668,0.0037551389032031276,0.01268458366394043,0.003076093489902058,0.5,auto,poly,True,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
20,0.01956804593404134,0.0012887946668964896,0.024911801020304363,0.0004118783063645641,0.5,auto,rbf,False,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
21,0.02806202570597331,0.006144235197334684,0.024116357167561848,0.0002631122550211856,0.5,auto,rbf,True,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
22,0.01880335807800293,0.0014807157535574767,0.008514801661173502,0.0027565155212139897,0.5,auto,sigmoid,False,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
23,0.021283785502115887,0.002878033430799472,0.009189923604329428,0.0006276221757632457,0.5,auto,sigmoid,True,"{'C': 0.5, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
