,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,param_shrinking,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
24,0.027271747589111328,0.004571700435924279,0.012102127075195312,0.0019999354317830564,0.2,scale,poly,False,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': False}",0.3906877174203907,0.41294745863273774,0.393102978259388,0.3989127181041721,0.009972924262161679,13
25,0.014423608779907227,0.001667952557814077,0.00710296630859375,0.0010923687986087135,0.2,scale,poly,True,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'poly', 'shrinking': True}",0.3906877174203907,0.41294745863273774,0.393102978259388,0.3989127181041721,0.009972924262161679,13
26,0.020491282145182293,0.004262943135029102,0.02445109685262044,0.004723923876636824,0.2,scale,rbf,False,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",0.3428571428571429,0.4778963414634147,0.3444976076555024,0.3884170306586867,0.06327497176480604,15
27,0.02546413739522298,0.00242146670145971,0.02409648895263672,0.004669298288769198,0.2,scale,rbf,True,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",0.3428571428571429,0.4778963414634147,0.3444976076555024,0.3884170306586867,0.06327497176480604,15
28,0.031595468521118164,0.0018874788351219635,0.014099995295206705,0.0015766699812211338,0.2,scale,sigmoid,False,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': False}",0.3459715639810426,0.3646669120353331,0.3444976076555024,0.35171202789062606,0.009180228908347418,17
29,0.03134481112162272,0.004429463134965334,0.0169680913289388,0.0017486003092394928,0.2,scale,sigmoid,True,"{'C': 0.2, 'gamma': 'scale', 'kernel': 'sigmoid', 'shrinking': True}",0.3459715639810426,0.3646669120353331,0.3444976076555024,0.35171202789062606,0.009180228908347418,17
30,0.020951032638549805,0.006803369820820476,0.010820706685384115,0.002667181169767984,0.2,auto,poly,False,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
31,0.026019970575968426,0.00620357267058709,0.009475390116373697,0.002266185173093534,0.2,auto,poly,True,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'poly', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
32,0.02139107386271159,0.0015507351945971274,0.025221586227416992,0.0026593547819675745,0.2,auto,rbf,False,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
33,0.02542424201965332,0.0014297588805852691,0.01848427454630534,0.0031473107375603157,0.2,auto,rbf,True,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
34,0.023312489191691082,0.0036962381100635235,0.009879271189371744,0.0005919673364904408,0.2,auto,sigmoid,False,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': False}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
35,0.018674612045288086,0.0005338669902187655,0.00810400644938151,0.001152008661860044,0.2,auto,sigmoid,True,"{'C': 0.2, 'gamma': 'auto', 'kernel': 'sigmoid', 'shrinking': True}",0.3459715639810426,0.3476190476190476,0.3444976076555024,0.3460294064185309,0.0012749787376489042,19
