ptype,pdtype,stype,ltype,issue,,,,,,,,get1_hz,get1_level,get2_hz,get2_level,get3_hz,get3_level,get4_hz,get4_level,get5_hz,get5_level,get6_hz,get6_level,get7_hz,get7_level,get8_hz,get8_level,get9_hz,get9_level,get10_hz,get10_level,0hz,10hz,20hz,30hz,40hz,50hz,60hz,70hz,80hz,90hz,100hz,110hz,120hz,130hz,140hz,150hz,160hz,170hz,180hz,190hz,200hz,210hz,220hz,230hz,240hz,250hz,260hz,270hz,280hz,290hz,300hz,310hz,320hz,330hz,340hz,350hz,360hz,370hz,380hz,390hz,400hz,410hz,420hz,430hz,440hz,450hz,460hz,470hz,480hz,490hz,500hz,510hz,520hz,530hz,540hz,550hz,560hz,570hz,580hz,590hz,600hz,610hz,620hz,630hz,640hz,650hz,660hz,670hz,680hz,690hz,700hz,710hz,720hz,730hz,740hz,750hz,760hz,770hz,780hz,790hz,800hz,810hz,820hz,830hz,840hz,850hz,860hz,870hz,880hz,890hz,900hz,910hz,920hz,930hz,940hz,950hz,960hz,970hz,980hz,990hz,1000hz,1010hz,1020hz,1030hz,1040hz,1050hz,1060hz,1070hz,1080hz,1090hz,1100hz,1110hz,1120hz,1130hz,1140hz,1150hz,1160hz,1170hz,1180hz,1190hz,1200hz,1210hz,1220hz,1230hz,1240hz,1250hz,1260hz,1270hz,1280hz,1290hz,1300hz,1310hz,1320hz,1330hz,1340hz,1350hz,1360hz,1370hz,1380hz,1390hz,1400hz,1410hz,1420hz,1430hz,1440hz,1450hz,1460hz,1470hz,1480hz,1490hz,1500hz,1510hz,1520hz,1530hz,1540hz,1550hz,1560hz,1570hz,1580hz,1590hz,1600hz,1610hz,1620hz,1630hz,1640hz,1650hz,1660hz,1670hz,1680hz,1690hz,1700hz,1710hz,1720hz,1730hz,1740hz,1750hz,1760hz,1770hz,1780hz,1790hz,1800hz,1810hz,1820hz,1830hz,1840hz,1850hz,1860hz,1870hz,1880hz,1890hz,1900hz,1910hz,1920hz,1930hz,1940hz,1950hz,1960hz,1970hz,1980hz,1990hz,2000hz,2010hz,2020hz,2030hz,2040hz,2050hz,2060hz,2070hz,2080hz,2090hz,2100hz,2110hz,2120hz,2130hz,2140hz,2150hz,2160hz,2170hz,2180hz,2190hz,2200hz,2210hz,2220hz,2230hz,2240hz,2250hz,2260hz,2270hz,2280hz,2290hz,2300hz,2310hz,2320hz,2330hz,2340hz,2350hz,2360hz,2370hz,2380hz,2390hz,2400hz,2410hz,2420hz,2430hz,2440hz,2450hz,2460hz,2470hz,2480hz,2490hz,2500hz,2510hz,2520hz,2530hz,2540hz,2550hz,2560hz,2570hz,2580hz,2590hz,2600hz,2610hz,2620hz,2630hz,2640hz,2650hz,2660hz,2670hz,2680hz,2690hz,2700hz,2710hz,2720hz,2730hz,2740hz,2750hz,2760hz,2770hz,2780hz,2790hz,2800hz,2810hz,2820hz,2830hz,2840hz,2850hz,2860hz,2870hz,2880hz,2890hz,2900hz,2910hz,2920hz,2930hz,2940hz,2950hz,2960hz,2970hz,2980hz,2990hz,3000hz,3010hz,3020hz,3030hz,3040hz,3050hz,3060hz,3070hz,3080hz,3090hz,3100hz,3110hz,3120hz,3130hz,3140hz,3150hz,3160hz,3170hz,3180hz,3190hz,3200hz,3210hz,3220hz,3230hz,3240hz,3250hz,3260hz,3270hz,3280hz,3290hz,3300hz,3310hz,3320hz,3330hz,3340hz,3350hz,3360hz,3370hz,3380hz,3390hz,3400hz,3410hz,3420hz,3430hz,3440hz,3450hz,3460hz,3470hz,3480hz,3490hz,3500hz,3510hz,3520hz,3530hz,3540hz,3550hz,3560hz,3570hz,3580hz,3590hz,3600hz,3610hz,3620hz,3630hz,3640hz,3650hz,3660hz,3670hz,3680hz,3690hz,3700hz,3710hz,3720hz,3730hz,3740hz,3750hz,3760hz,3770hz,3780hz,3790hz,3800hz,3810hz,3820hz,3830hz,3840hz,3850hz,3860hz,3870hz,3880hz,3890hz,3900hz,3910hz,3920hz,3930hz,3940hz,3950hz,3960hz,3970hz,3980hz,3990hz,4000hz,4010hz,4020hz,4030hz,4040hz,4050hz,4060hz,4070hz,4080hz,4090hz,4100hz,4110hz,4120hz,4130hz,4140hz,4150hz,4160hz,4170hz,4180hz,4190hz,4200hz,4210hz,4220hz,4230hz,4240hz,4250hz,4260hz,4270hz,4280hz,4290hz,4300hz,4310hz,4320hz,4330hz,4340hz,4350hz,4360hz,4370hz,4380hz,4390hz,4400hz,4410hz,4420hz,4430hz,4440hz,4450hz,4460hz,4470hz,4480hz,4490hz,4500hz,4510hz,4520hz,4530hz,4540hz,4550hz,4560hz,4570hz,4580hz,4590hz,4600hz,4610hz,4620hz,4630hz,4640hz,4650hz,4660hz,4670hz,4680hz,4690hz,4700hz,4710hz,4720hz,4730hz,4740hz,4750hz,4760hz,4770hz,4780hz,4790hz,4800hz,4810hz,4820hz,4830hz,4840hz,4850hz,4860hz,4870hz,4880hz,4890hz,4900hz,4910hz,4920hz,4930hz,4940hz,4950hz,4960hz,4970hz,4980hz,4990hz,5000hz,5010hz,5020hz,5030hz,5040hz,5050hz,5060hz,5070hz,5080hz,5090hz,5100hz,5110hz,5120hz
1,10,0,3,기타음.야산사용수,,,,,,,,280,195,290,112,280,207,280,145,280,237,280,112,280,76,280,97,280,92,280,88,0,5,4,4,5,5,5,5,4,4,5,4,4,6,6,5,7,5,5,7,8,11,17,25,39,31,31,57,128,100,63,38,24,18,24,21,15,10,10,10,9,10,10,9,7,6,6,6,6,5,5,6,5,6,6,6,5,6,6,5,5,6,5,6,6,5,6,5,5,6,5,5,6,5,5,5,6,6,5,6,5,7,6,6,5,6,6,6,6,5,5,5,6,7,6,6,6,7,5,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,7,5,6,6,6,6,6,6,6,6,6,6,6,6,7,6,5,7,6,6,7,5,5,6,6,6,7,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,5,6,6,6,5,6,6,6,6,6,6,6,6,6,5,6,5,5,7,6,7,6,6,6,7,5,5,6,6,6,6,6,7,6,6,5,6,6,5,6,6,5,6,6,6,6,6,6,7,5,6,6,6,5,7,6,6,6,5,5,6,7,6,6,6,7,7,6,5,6,6,7,6,5,5,6,5,8,6,6,6,6,7,5,6,5,6,6,6,6,7,6,5,6,5,6,6,6,6,5,6,7,6,6,5,6,6,6,5,7,6,7,6,6,6,5,5,5,6,6,7,6,6,6,6,6,7,6,6,6,5,6,6,7,7,7,7,7,7,7,6,6,6,6,6,5,6,5,6,6,6,6,6,6,6,6,6,6,7,5,6,6,6,6,6,6,6,6,6,7,7,6,7,5,6,6,5,5,6,6,5,6,7,6,6,6,5,6,6,7,6,6,6,6,6,6,5,6,6,6,6,6,6,7,6,7,6,5,7,6,6,6,6,6,7,7,6,6,6,6,6,7,6,7,6,7,6,6,5,6,6,6,6,6,7,7,6,6,6,6,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,6,5,7,5,6,5,6,7,5,6,6,6,6,6,6,6,6,6,6,6,8,6,6,7,7,6,8,6,6,6,7,6,6,5,5,6,7,7,6,6,7,6,7,7,6,7,5,6,6,6,7,5,8,6,6,6,6,7,6,6,6,7,7,6,6,6,6,6,6,7,6,7,6,5,6,6,6,6,6,7,7,7,6
0,1,0,3,기타음.야간사용수,,,,,,,,250,753,250,656,250,751,250,257,250,926,250,581,250,731,250,490,250,945,250,1070,0,3,3,0,3,3,3,0,3,3,3,8,11,11,11,14,17,31,31,53,48,53,84,129,205,716,247,129,76,53,39,25,17,14,11,8,8,8,6,6,6,6,6,6,6,3,6,6,6,6,6,6,3,3,6,3,3,3,3,3,3,6,6,6,6,6,6,8,8,11,11,17,25,28,45,73,39,25,17,14,11,8,11,8,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,8,8,11,14,11,8,3,6,6,6,3,3,3,3,3,3,3,3,0,0,0,0,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,3,0,3,3,0,3,3,0,0,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,3,0,0,3,3,3,3,3,3,0,0,3,3,3,3,3,0,3,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,3,0,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,0,3,0,3,0,3,0,3,3,3,3,3,0,3,3,0,3,3,0,3,3,3,3,3,3,3,0,0,0,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,3,0,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0,3
1,7,0,2,전기/기계음,,,,,,,,270,448,280,902,280,889,280,590,280,772,260,905,280,627,280,855,120,529,280,810,0,3,3,5,5,5,8,8,8,13,15,20,121,30,25,10,13,20,30,18,18,28,40,63,78,101,234,199,641,146,90,70,50,43,33,23,15,10,10,10,13,15,13,15,10,8,5,5,8,3,10,8,5,5,5,5,10,5,5,5,5,8,8,5,8,10,10,15,10,5,5,5,8,8,10,8,10,13,20,20,23,20,13,13,10,8,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,3,3,3,5,5,5,5,3,5,3,3,5,3,3,5,5,3,5,5,5,5,3,3,5,5,5,8,5,5,8,10,8,5,8,5,5,5,5,5,5,3,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,5,3,3,3,3,3,3,3,3,5,3,3,3,3
1,7,0,2,전기/기계음,,,,,,,,260,455,260,367,260,359,280,245,260,477,260,422,260,552,260,384,260,326,260,308,0,5,3,3,3,3,3,3,2,3,5,5,5,3,5,6,6,12,15,27,21,33,36,42,70,108,387,124,187,61,39,30,18,14,14,6,8,6,5,5,5,6,5,5,3,5,3,3,3,5,3,3,5,5,5,5,3,3,5,5,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,6,5,6,5,5,5,5,3,5,5,3,5,5,5,3,5,3,5,5,5,3,5,5,5,3,5,3,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,5,3,3,5,5,3,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,5,3,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,6,6,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,5,5,3,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,6,5,5,5,6,5,3,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,6,3,5,5,6,6,5,5,6,5,5,5,5,5,5,6,5,5,6,5,5,3,5,5,5,5,5,5,5,5,6,6,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1,10,0,3,기타음.미세진동음,,,,,,,,250,640,240,553,250,586,250,491,240,675,240,504,240,576,240,536,240,568,260,455,0,12,16,16,14,16,16,14,20,20,20,23,25,29,29,29,29,37,43,51,72,88,125,176,499,440,319,294,221,235,170,104,74,57,41,37,31,29,27,23,22,20,22,18,20,18,16,18,18,16,18,16,20,18,14,16,16,16,18,18,18,18,22,23,20,22,22,20,27,27,25,35,45,49,55,63,53,61,63,63,55,45,39,35,35,27,29,25,25,29,20,22,20,20,16,18,16,18,18,18,18,18,18,18,14,16,18,16,16,14,16,18,16,16,12,16,20,18,20,18,18,23,20,22,20,25,25,23,25,25,25,27,23,25,20,22,22,18,20,23,20,22,20,22,20,22,20,27,20,23,22,20,18,18,16,18,16,16,14,16,16,14,14,16,16,14,12,16,16,18,18,16,14,14,16,18,14,18,16,16,18,14,16,20,20,22,16,22,18,20,22,22,23,23,23,29,29,31,29,27,25,20,20,18,20,16,16,16,14,14,14,14,18,16,16,16,16,16,16,18,14,18,14,12,12,14,14,16,12,16,16,16,16,12,18,18,20,20,20,22,22,25,33,37,43,51,61,63,49,53,43,31,23,22,22,16,18,14,16,18,18,12,18,18,16,16,20,20,18,14,16,16,16,12,14,14,14,12,14,14,14,14,14,16,14,16,14,14,16,16,14,18,16,18,18,20,22,22,22,20,20,18,18,18,18,14,18,16,18,16,12,14,12,12,14,14,14,14,14,14,12,14,14,12,14,12,14,12,16,14,14,12,14,12,14,14,16,14,14,16,12,14,14,14,16,14,14,14,16,16,16,14,18,16,16,16,16,14,14,14,14,14,14,12,12,16,12,12,14,14,14,14,10,14,14,14,14,14,16,14,14,16,14,16,16,14,18,16,14,14,16,12,12,14,16,18,16,16,16,14,18,16,12,16,14,14,16,18,16,14,14,14,14,14,12,12,14,14,14,12,14,14,12,14,14,16,14,14,14,14,16,14,18,14,16,16,16,14,16,18,16,16,16,14,16,18,16,18,20,20,16,18,16,16,20,16,18,18,18,18,16,18,18,18,18,12,14,16,16,18,16,20,16,16,18,16,22,18,22,20,22,23,20,22,25,25,22,27,25,22,18,16,14,18,18,14,16,20,20,20,16,18,23,23,27,23,23,25,22,20,20,18,18
0,1,2,3,유속음,,,,,,,,320,463,320,494,310,550,320,695,320,480,320,756,310,620,320,658,320,503,320,551,0,2,2,2,2,2,2,2,2,4,2,2,4,4,4,2,6,6,6,6,8,12,14,16,24,32,34,64,92,135,233,361,508,285,173,120,84,58,48,38,36,38,34,22,20,16,10,6,8,6,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,4,6,4,4,2,2,2,2,4,4,4,4,2,2,4,4,2,4,4,4,6,6,8,8,10,12,18,24,38,42,46,44,38,24,22,12,12,10,12,10,8,8,8,6,6,4,4,4,4,4,4,2,2,2,2,2,4,2,2,4,4,4,2,4,2,2,2,4,2,2,2,2,4,4,2,2,2,2,2,4,2,4,4,2,4,4,4,4,6,6,8,10,10,10,10,10,8,6,4,4,4,6,4,4,2,4,2,4,4,2,2,4,4,2,2,2,2,4,4,4,4,2,4,4,4,2,2,2,4,2,2,2,4,4,4,4,4,2,6,4,4,4,2,4,4,4,4,2,4,4,4,2,4,4,4,4,6,4,4,4,4,4,2,4,2,2,2,4,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,4,2,2,4,2,4,2,2,2,2,2,2,4,2,4,4,2,2,2,2,2,4,4,4,4,2,2,4,4,4,4,2,2,4,4,2,2,4,2,4,4,4,2,2,4,4,4,2,2,4,2,4,2,2,4,2,4,4,2,4,2,2,2,2,2,2,4,4,4,2,2,4,4,2,2,2,4,4,2,4,4,4,2,4,4,2,2,4,2,2,4,4,2,2,4,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4,4,4,2,4,4,2,4,4,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,4,2,4,4,2,4,2,4,2,2,4,4,4,4,4,2,4,4,2,4,4,4,2,4,4,2,2,4,4,4,4,2,2,4,4,4,2,4,4,4,2,2,4,4,4,4,4,2,2,4,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,4,4,4,4,4,4,4,2,4,4,2,4,4,2,4,2,4,4,4,2,4,4,4,4,2,4,4,4,2,2,2,4,2,2,2,4,2,2
1,10,0,2,전기/기계음,,,,,,,,240,741,240,814,240,635,240,763,240,616,240,761,240,498,230,442,240,803,240,623,0,3,0,3,3,3,3,3,5,5,5,10,71,16,16,13,13,21,26,39,52,55,68,367,668,128,81,58,50,47,34,26,26,21,13,21,13,8,5,5,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,5,3,5,8,8,5,3,3,3,5,3,5,5,8,18,34,26,13,8,8,5,5,5,5,5,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3
0,3,2,4,미세진동,,,,,,,,330,712,330,934,330,506,330,819,330,807,330,563,330,635,330,747,330,576,330,524,0,3,3,0,3,3,3,3,3,5,3,5,5,5,8,5,8,8,8,13,16,21,29,32,62,75,91,67,80,104,139,203,407,682,350,168,110,88,70,56,56,56,37,32,21,21,16,13,11,8,11,8,8,5,5,5,5,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,8,8,11,11,13,16,19,21,27,29,35,35,37,48,56,70,88,88,72,62,37,32,27,27,24,19,19,16,11,11,11,8,5,5,5,5,3,5,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5,5,5,5,5,5,11,11,8,13,16,13,13,16,19,19,24,24,24,24,27,24,21,16,19,11,13,11,11,11,8,8,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,8,5,5,8,5,8,8,8,8,8,11,11,11,8,8,11,11,11,8,8,5,8,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,5,5,5,8,11,11,8,11,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,3,5,3,5,5,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,5,3,5,3,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,5,3,3,5,5,5,3,5,3,5,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,10,0,3,옹골재 가압장 영향,,,,,,,,250,713,240,681,240,618,240,876,250,836,250,789,240,966,250,661,240,958,240,882,0,0,0,3,3,3,3,3,3,6,6,9,17,20,35,32,29,26,38,46,66,75,113,225,737,630,301,171,95,61,49,32,32,29,29,26,20,14,12,9,9,6,3,3,3,3,3,3,3,3,3,6,3,3,3,6,3,6,6,9,9,12,17,20,17,20,17,20,32,35,43,52,87,150,136,95,69,46,40,32,26,23,20,20,14,12,12,9,9,6,6,6,3,6,3,6,3,3,3,3,6,3,3,3,6,6,3,6,6,9,9,12,12,14,14,14,17,17,20,26,29,43,61,49,43,40,29,29,17,17,17,14,12,14,9,9,9,9,6,6,6,3,3,3,3,6,3,6,3,6,3,3,3,6,6,3,6,6,6,9,9,9,9,12,12,12,12,14,14,17,26,29,23,23,20,20,14,14,12,12,9,9,9,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,6,6,3,6,6,6,6,6,9,9,9,9,9,12,14,14,12,14,14,9,9,9,9,9,9,6,6,6,3,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,9,6,9,6,9,6,6,6,6,6,6,3,6,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,3,6,6,3,6,3,6,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,6,3,3,6,3,3,3,6,3,3,3,3,3,6,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,6,3,6,6,6,6,9,6,6,6,6,6,6,3,6,3,6,3,3,6,6,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,6,3,3,6,3,6,3,6,6,6,6,6,6,6,6,9,9,6,6,6,6
1,10,0,2,전기/기계음,,,,,,,,280,730,280,637,290,516,280,730,290,626,280,762,280,655,280,755,280,929,270,622,0,0,2,0,2,0,2,0,2,2,2,0,2,0,2,5,7,22,17,15,20,20,25,35,139,72,146,380,633,454,151,89,47,27,17,12,10,10,10,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,5,5,5,5,7,10,15,25,35,35,50,74,70,27,15,10,10,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,7,7,10,12,12,10,10,5,5,5,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,2,5,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
