0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.2857340408851714,0.393146294674703,-0.20796478156683124,-0.008821676263462296,0.01919710266189861,-0.12365220164117312,-0.050658238858413376,-0.003265177895166087,0.04909870624210976,0.006220838211120492
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0336222795191486,0.07207092696596906,-0.09067486889841367,-0.08881992408081903,0.051918982846160026,-0.09270785694056227,-0.07151956512868023,0.005414498514623674,0.04538491232164916,-0.0023268813997252605
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.28319699980458257,0.4852591447519009,-0.10874494667716575,-0.054308598580331074,0.06919524188278524,-0.03399010801995277,-0.05578393829868742,-0.010152356313516884,0.04829085296033814,-0.06041621529252736
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,-0.1463862122697624,0.40329545302131786,-0.2109082691102724,-0.08366891023569292,0.06669830281348871,-0.09962182713292492,-0.02039535945312232,0.012452988366468935,0.08897544616338558,-0.016861114062821758
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,-0.2857492731265268,0.47313417459748164,-0.1358952747722998,0.005854418243754316,0.0547410140845745,-0.04994096810448979,-0.06712951301852513,-0.041851725174423614,0.012015988184407779,-0.08728005482587432
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.6331831030486748,0.29773653435039554,-0.04052240594205728,0.33832259536125386,-0.08286768694353079,-0.1680128719439133,-0.19840120387698162,-0.15768251348813295,-0.24188669808702376,-0.10430483946569127
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.6332481129734834,-0.41175839312062334,-0.6149747587605833,0.2347152877314174,-0.003122379194969923,0.038091873499812925,0.2511181089332476,0.14677673142744443,0.20977253187143277,0.03494293776122972
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.45870746210704,-0.8170121979626598,-0.7232200837718171,0.5793055158698569,0.015734714513214527,-0.224103758344964,0.4214846099110766,0.21338433514940705,0.3529392889632395,0.26832792759862906
100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.5282636274342408,-0.7865020951154515,-0.5975919044312279,0.21257861497275804,-0.053939135146658324,-0.026180818457165977,0.1417481831222954,0.07282386442885927,0.1501270205307654,0.1504368100903664
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.9168746702687156,-0.5161396845737567,-0.6717542598276292,0.3265231986555359,-0.11542862698601358,-0.27904057664786014,0.4853781097152729,0.39600734365992174,0.658048310561215,0.18455428206553087
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.13710818457270743,0.4155854220345757,-0.2139282769359576,-0.13334456417100427,0.06704827772305981,-0.06422061093670996,-0.06686826584251995,-0.0009592779069362266,0.03309722019084558,-0.04736989303963625
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.07457698429696513,0.11501384164046181,-0.0793883092477729,-0.047389969193225606,-0.08574085583407177,-0.10573309401267557,0.00479880509217716,0.11969035564052298,0.1159908251819993,-0.14123140759906858
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.13221323864037524,-0.7302145365531374,0.4893869785748647,0.1297457986766613,-0.22139449051347668,-0.14130197893254723,-0.03327587279496359,0.09182005731242261,-0.01635256769571083,-0.0067931835244138886
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.4622074514673322,-0.47174337365060703,-0.24470503631400922,-0.6735390353995682,0.032156696317695806,0.24785343314959593,-0.5741429901402731,-0.2409108182249527,-0.20312204486807328,0.16897920190854454
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.07692164914266927,-0.8365045770497918,-0.6408797127363217,0.29154023189377554,-0.03395305917789714,0.1357893786440223,0.42324816850816843,0.15179706665736264,0.12181762094104724,-0.04455904118155285
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7710602779438323,-0.08298208454126983,0.008667836914741206,1.2157424844771194,-0.3376658170349553,-0.41064058792999125,-0.34073764046775795,-0.49080672814001713,-0.5423139094967205,0.029114323342043575
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.23115946599924772,-1.0435411399126202,-0.3350108759391903,0.47540999182126165,0.03812718421912003,0.05772164165210588,0.2177084804490661,0.015295279757918325,0.056571075503331375,0.0633720694861275
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.42420219188691694,-0.2675909863883484,-0.03978899740202266,1.0206483190657456,-0.18078184919548207,-0.5387843715410033,-0.29042721930633986,-0.3577095588206707,-0.49526731478336655,0.1768645203346084
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.31027889557000754,0.22505685489135255,-0.33398944802461156,-0.06467094166526569,0.0020194280078594854,-0.02495537345893857,-0.03309080192268229,0.08414199442127387,0.12029557979883403,-0.03372100652759251
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.4486026841213908,0.11162169467026527,-0.3700131739667294,-0.03553078713692076,-0.012237224623293743,0.01889792470538215,-0.01325185042276726,0.06770200352572298,0.09689821152575617,-0.054235156506547214
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.9062348016586556,0.1902400489999732,0.78454428876769,0.3992663200439017,0.06377903201628357,0.5928565733557772,-0.05002760749559451,0.09140712633682933,0.03753566529975759,-0.08371884203581523
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.6788463946901983,-0.1794066537457272,-0.3674929661352901,0.33104651484618297,-0.09704879156914246,-0.08423796920011184,-0.003679796366704954,0.016363800905816416,-0.00422118151333597,0.03497270118181847
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.5202399276005786,-0.6215790880023881,-0.2817529164733068,1.1514549069540454,-0.0727400419113658,-0.5896225515962191,-0.034633679392116874,-0.20186267228200913,-0.20487044050836004,0.3642752686503246
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-0.0986478101023163,-0.7756192330123228,0.43526211493317324,0.3566770525066974,-0.105255768080249,0.10538625402460305,-0.21970045262455945,-0.023337285308321576,-0.08595973290687663,0.05684774128812456
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.7587160386798617,-0.08293584887422352,-0.4941869346708385,0.2590661704561472,-0.0721625169652622,-0.12134826569970569,0.13184364718240402,0.11927004885892392,0.18839699035944063,0.09728454389004716
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.3794789542918572,-1.3226306619529935,-0.5820356248453784,0.022898226079463416,0.26993556781494704,0.3922044669666802,0.4700747706392273,0.017631520272138514,0.05873255985259253,-0.13973942947403128
100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,-0.6242793117192584,0.042388189423990794,-0.23761406697144602,-0.6181108587042918,-0.10611621037645996,-0.06082670933167161,-0.7036695287868295,-0.0628024928101556,0.189103638449401,0.27075332923512235
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.32237180123760595,0.2158061060166494,-0.33721044440047415,-0.06525982817301557,0.010450272414975455,-0.020665651516332536,0.04047745625152286,0.08928848272682907,0.1024175673708269,-0.06635052091969182
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.47908518260846106,0.06933881340988962,-0.21118254543680454,0.10754874661659496,-0.0998994027632208,-0.17199447846760135,-0.058392055292532004,0.040961945304932065,0.06104864153811364,0.05358799348757906
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.02268288454680457,-0.6236779730298393,0.41415292373239665,0.10940599722470536,-0.19829897897711787,0.062063320217963416,0.03549702988455359,0.09193536309628693,-0.15392801461297898,-0.14955996780609712
100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-0.33364040978215254,0.06748490474726276,-0.11293453962041831,-0.28071760002471874,-0.10857176757278372,-0.02592561311418048,-0.1301746488573152,0.05015047684072271,0.00432293377404192,-0.21078364717019815
